"","mol_mrna_M1_TF1","mol_mrna_M1_TF2","mol_mrna_M1_TF3","mol_mrna_M1_TF4","mol_mrna_M1_TF5","mol_mrna_M1_TF6","mol_mrna_M1_TF7","mol_mrna_M1_TF8","mol_mrna_M1_TF9","mol_mrna_M1_TF10","mol_mrna_M1_TF11","mol_mrna_M2_TF1","mol_mrna_M2_TF2","mol_mrna_M2_TF3","mol_mrna_M2_TF4","mol_mrna_M3_TF1","mol_mrna_M3_TF2","mol_mrna_M3_TF3","mol_mrna_M3_TF4","mol_mrna_M3_TF5","mol_mrna_M4_TF1","mol_mrna_M4_TF2","mol_mrna_M5_TF1","mol_mrna_M5_TF2","mol_mrna_M5_TF3","mol_mrna_Target1","mol_mrna_Target2","mol_mrna_Target3","mol_mrna_Target4","mol_mrna_Target5","mol_mrna_Target6","mol_mrna_Target7","mol_mrna_Target8","mol_mrna_Target9","mol_mrna_Target10","mol_mrna_Target11","mol_mrna_Target12","mol_mrna_Target13","mol_mrna_Target14","mol_mrna_Target15","mol_mrna_Target16","mol_mrna_Target17","mol_mrna_Target18","mol_mrna_Target19","mol_mrna_Target20","mol_mrna_Target21","mol_mrna_Target22","mol_mrna_Target23","mol_mrna_Target24","mol_mrna_Target25","mol_mrna_Target26","mol_mrna_Target27","mol_mrna_Target28","mol_mrna_Target29","mol_mrna_Target30","mol_mrna_Target31","mol_mrna_Target32","mol_mrna_Target33","mol_mrna_Target34","mol_mrna_Target35","mol_mrna_Target36","mol_mrna_Target37","mol_mrna_Target38","mol_mrna_Target39","mol_mrna_Target40","mol_mrna_Target41","mol_mrna_Target42","mol_mrna_Target43","mol_mrna_Target44","mol_mrna_Target45","mol_mrna_Target46","mol_mrna_Target47","mol_mrna_Target48","mol_mrna_Target49","mol_mrna_Target50","mol_mrna_Target51","mol_mrna_Target52","mol_mrna_Target53","mol_mrna_Target54","mol_mrna_Target55","mol_mrna_Target56","mol_mrna_Target57","mol_mrna_Target58","mol_mrna_Target59","mol_mrna_Target60","mol_mrna_Target61","mol_mrna_Target62","mol_mrna_Target63","mol_mrna_Target64","mol_mrna_Target65","mol_mrna_Target66","mol_mrna_Target67","mol_mrna_Target68","mol_mrna_Target69","mol_mrna_Target70","mol_mrna_Target71","mol_mrna_Target72","mol_mrna_Target73","mol_mrna_Target74","mol_mrna_Target75","mol_mrna_Target76","mol_mrna_Target77","mol_mrna_Target78","mol_mrna_Target79","mol_mrna_Target80","mol_mrna_Target81","mol_mrna_Target82","mol_mrna_Target83","mol_mrna_Target84","mol_mrna_Target85","mol_mrna_Target86","mol_mrna_Target87","mol_mrna_Target88","mol_mrna_Target89","mol_mrna_Target90","mol_mrna_Target91","mol_mrna_Target92","mol_mrna_Target93","mol_mrna_Target94","mol_mrna_Target95","mol_mrna_Target96","mol_mrna_Target97","mol_mrna_Target98","mol_mrna_Target99","mol_mrna_Target100","mol_mrna_Target101","mol_mrna_Target102","mol_mrna_Target103","mol_mrna_Target104","mol_mrna_Target105","mol_mrna_Target106","mol_mrna_Target107","mol_mrna_Target108","mol_mrna_Target109","mol_mrna_Target110","mol_mrna_Target111","mol_mrna_Target112","mol_mrna_Target113","mol_mrna_Target114","mol_mrna_Target115","mol_mrna_Target116","mol_mrna_Target117","mol_mrna_Target118","mol_mrna_Target119","mol_mrna_Target120","mol_mrna_Target121","mol_mrna_Target122","mol_mrna_Target123","mol_mrna_Target124","mol_mrna_Target125","mol_mrna_Target126","mol_mrna_Target127","mol_mrna_Target128","mol_mrna_Target129","mol_mrna_Target130","mol_mrna_Target131","mol_mrna_Target132","mol_mrna_Target133","mol_mrna_Target134","mol_mrna_Target135","mol_mrna_Target136","mol_mrna_Target137","mol_mrna_Target138","mol_mrna_Target139","mol_mrna_Target140","mol_mrna_Target141","mol_mrna_Target142","mol_mrna_Target143","mol_mrna_Target144","mol_mrna_Target145","mol_mrna_Target146","mol_mrna_Target147","mol_mrna_Target148","mol_mrna_Target149","mol_mrna_Target150","mol_mrna_Target151","mol_mrna_Target152","mol_mrna_Target153","mol_mrna_Target154","mol_mrna_Target155","mol_mrna_Target156","mol_mrna_Target157","mol_mrna_Target158","mol_mrna_Target159","mol_mrna_Target160","mol_mrna_Target161","mol_mrna_Target162","mol_mrna_Target163","mol_mrna_Target164","mol_mrna_Target165","mol_mrna_Target166","mol_mrna_Target167","mol_mrna_Target168","mol_mrna_Target169","mol_mrna_Target170","mol_mrna_Target171","mol_mrna_Target172","mol_mrna_Target173","mol_mrna_Target174","mol_mrna_Target175","mol_mrna_Target176","mol_mrna_Target177","mol_mrna_Target178","mol_mrna_Target179","mol_mrna_Target180","mol_mrna_Target181","mol_mrna_Target182","mol_mrna_Target183","mol_mrna_Target184","mol_mrna_Target185","mol_mrna_Target186","mol_mrna_Target187","mol_mrna_Target188","mol_mrna_Target189","mol_mrna_Target190","mol_mrna_Target191","mol_mrna_Target192","mol_mrna_Target193","mol_mrna_Target194","mol_mrna_Target195","mol_mrna_Target196","mol_mrna_Target197","mol_mrna_Target198","mol_mrna_Target199","mol_mrna_Target200","mol_mrna_Target201","mol_mrna_Target202","mol_mrna_Target203","mol_mrna_Target204","mol_mrna_Target205","mol_mrna_Target206","mol_mrna_Target207","mol_mrna_Target208","mol_mrna_Target209","mol_mrna_Target210","mol_mrna_Target211","mol_mrna_Target212","mol_mrna_Target213","mol_mrna_Target214","mol_mrna_Target215","mol_mrna_Target216","mol_mrna_Target217","mol_mrna_Target218","mol_mrna_Target219","mol_mrna_Target220","mol_mrna_Target221","mol_mrna_Target222","mol_mrna_Target223","mol_mrna_Target224","mol_mrna_Target225","mol_mrna_Target226","mol_mrna_Target227","mol_mrna_Target228","mol_mrna_Target229","mol_mrna_Target230","mol_mrna_Target231","mol_mrna_Target232","mol_mrna_Target233","mol_mrna_Target234","mol_mrna_Target235","mol_mrna_Target236","mol_mrna_Target237","mol_mrna_Target238","mol_mrna_Target239","mol_mrna_Target240","mol_mrna_Target241","mol_mrna_Target242","mol_mrna_Target243","mol_mrna_Target244","mol_mrna_Target245","mol_mrna_Target246","mol_mrna_Target247","mol_mrna_Target248","mol_mrna_Target249","mol_mrna_Target250","mol_mrna_Target251","mol_mrna_Target252","mol_mrna_Target253","mol_mrna_Target254","mol_mrna_Target255","mol_mrna_Target256","mol_mrna_Target257","mol_mrna_Target258","mol_mrna_Target259","mol_mrna_Target260","mol_mrna_Target261","mol_mrna_Target262","mol_mrna_Target263","mol_mrna_Target264","mol_mrna_Target265","mol_mrna_Target266","mol_mrna_Target267","mol_mrna_Target268","mol_mrna_Target269","mol_mrna_Target270","mol_mrna_Target271","mol_mrna_Target272","mol_mrna_Target273","mol_mrna_Target274","mol_mrna_Target275","mol_mrna_Target276","mol_mrna_Target277","mol_mrna_Target278","mol_mrna_Target279","mol_mrna_Target280","mol_mrna_Target281","mol_mrna_Target282","mol_mrna_Target283","mol_mrna_Target284","mol_mrna_Target285","mol_mrna_Target286","mol_mrna_Target287","mol_mrna_Target288","mol_mrna_Target289","mol_mrna_Target290","mol_mrna_Target291","mol_mrna_Target292","mol_mrna_Target293","mol_mrna_Target294","mol_mrna_Target295","mol_mrna_Target296","mol_mrna_Target297","mol_mrna_Target298","mol_mrna_Target299","mol_mrna_Target300","mol_mrna_Target301","mol_mrna_Target302","mol_mrna_Target303","mol_mrna_Target304","mol_mrna_Target305","mol_mrna_Target306","mol_mrna_Target307","mol_mrna_Target308","mol_mrna_Target309","mol_mrna_Target310","mol_mrna_Target311","mol_mrna_Target312","mol_mrna_Target313","mol_mrna_Target314","mol_mrna_Target315","mol_mrna_Target316","mol_mrna_Target317","mol_mrna_Target318","mol_mrna_Target319","mol_mrna_Target320","mol_mrna_Target321","mol_mrna_Target322","mol_mrna_Target323","mol_mrna_Target324","mol_mrna_Target325","mol_mrna_Target326","mol_mrna_Target327","mol_mrna_Target328","mol_mrna_Target329","mol_mrna_Target330","mol_mrna_Target331","mol_mrna_Target332","mol_mrna_Target333","mol_mrna_Target334","mol_mrna_Target335","mol_mrna_Target336","mol_mrna_Target337","mol_mrna_Target338","mol_mrna_Target339","mol_mrna_Target340","mol_mrna_Target341","mol_mrna_Target342","mol_mrna_Target343","mol_mrna_Target344","mol_mrna_Target345","mol_mrna_Target346","mol_mrna_Target347","mol_mrna_Target348","mol_mrna_Target349","mol_mrna_Target350","mol_mrna_HK1","mol_mrna_HK2","mol_mrna_HK3","mol_mrna_HK4","mol_mrna_HK5","mol_mrna_HK6","mol_mrna_HK7","mol_mrna_HK8","mol_mrna_HK9","mol_mrna_HK10"
"11",0,0,0,0,0,0,0,0,0,0,0,2,8,6,6,8,8,15,0,22,24,28,18,12,21,11,26,0,17,0,0,0,0,0,2,20,0,1,25,1,31,5,6,0,35,0,40,0,1,34,24,32,13,5,9,18,18,0,35,19,22,26,32,18,37,25,20,1,7,0,19,26,0,18,28,27,21,27,24,42,12,0,25,28,18,7,27,30,0,28,31,15,23,18,35,16,40,0,13,1,25,1,38,0,19,15,22,0,1,23,9,36,15,27,3,9,0,14,41,10,0,17,35,44,29,25,23,22,2,26,21,16,14,18,30,18,18,11,26,14,1,13,30,2,14,31,17,25,0,29,26,1,0,6,1,0,0,0,18,27,18,38,1,5,14,30,15,3,5,0,0,0,25,11,0,17,0,3,4,23,0,19,1,2,0,10,0,0,26,0,0,0,0,12,0,17,13,11,13,16,2,0,4,26,0,0,20,33,2,8,1,5,18,1,1,14,2,6,0,23,13,17,21,1,2,1,0,0,2,20,28,0,7,0,1,18,3,26,10,12,32,21,0,0,32,16,0,0,0,19,5,3,0,9,33,0,10,2,15,3,0,0,3,2,5,2,1,15,3,7,1,26,20,1,24,3,2,9,9,0,16,9,5,0,13,18,1,0,18,23,21,0,0,25,3,9,0,0,21,3,26,32,24,24,3,2,11,22,3,0,0,2,0,35,24,6,31,0,28,28,32,24,0,0,0,3,30,0,0,0,8,2,17,0,0,0,1,0,5,0,20,4,0,25,20,1,1,0,8,0,18,2,0,7,0,27,31,26,0,3,0,1,14,12,1,28,16,1,9,1,1,48,12,20,24,22,0,19,0,28,27,36,38,12,3
"12",2,3,0,3,0,0,0,1,0,1,0,0,0,0,0,22,29,34,15,39,28,27,15,18,25,21,31,10,2,0,0,23,9,15,0,19,1,3,17,0,9,34,1,13,24,0,29,0,0,24,30,28,11,13,15,19,9,0,41,15,17,24,26,21,30,17,17,5,11,0,15,34,0,15,42,19,20,32,28,40,16,0,28,21,23,11,29,32,0,32,27,18,21,24,32,26,42,0,22,0,24,0,31,0,15,14,29,0,0,32,10,22,17,40,1,1,0,11,16,12,2,20,28,42,27,24,15,27,0,30,19,30,21,24,24,24,14,20,26,11,0,14,25,1,20,26,16,35,0,22,31,0,0,0,14,15,23,4,13,23,13,31,0,13,0,6,2,31,9,12,14,9,0,0,13,20,10,19,12,25,14,18,0,0,13,20,6,0,31,0,0,0,0,9,0,5,3,39,22,19,23,20,23,6,0,27,5,0,14,19,23,32,26,25,23,15,33,13,21,6,3,19,27,19,8,27,7,10,22,7,41,15,24,1,1,23,0,21,16,24,18,16,0,0,26,10,16,21,18,0,33,40,10,10,1,19,21,29,0,42,18,32,14,27,26,23,37,24,0,19,22,39,2,30,2,36,21,20,2,9,25,35,17,0,17,23,1,1,34,23,23,0,2,21,21,28,21,16,7,11,0,10,21,4,29,17,27,0,31,18,28,24,18,29,24,7,8,18,23,14,2,17,8,25,7,6,1,11,21,16,36,24,0,12,15,21,14,10,18,30,2,8,1,20,2,0,0,0,15,0,20,1,6,8,0,1,21,28,1,25,0,0,5,6,22,35,28,15,6,13,14,24,18,30,34,17,0,22,0,31,35,36,32,10,1
"13",26,39,26,23,12,25,13,20,13,25,14,0,0,0,0,35,45,31,15,30,26,20,3,4,0,14,26,13,0,0,0,29,22,14,0,13,0,2,18,0,5,27,3,17,33,0,31,1,1,15,36,20,15,16,16,19,15,0,36,17,19,35,27,15,33,15,12,2,13,0,12,33,0,18,31,29,30,33,29,30,8,0,22,33,20,11,33,31,0,29,48,22,27,25,45,19,43,0,20,1,19,0,29,0,21,20,19,0,1,25,11,24,13,37,0,0,0,16,26,12,0,29,30,38,33,25,19,17,1,19,25,19,15,15,34,29,28,10,30,19,0,12,31,0,14,33,18,45,0,29,29,0,0,0,20,19,24,15,0,2,0,32,0,15,0,0,1,25,8,11,24,18,0,0,18,26,22,19,23,0,10,2,0,0,12,42,9,0,28,0,0,0,0,12,0,2,1,35,26,22,18,14,18,2,0,17,3,1,17,28,15,36,20,28,28,25,29,12,18,1,0,19,27,19,9,11,9,13,16,1,21,19,21,1,0,30,0,23,18,20,32,25,0,0,27,19,24,18,19,0,41,35,13,2,0,20,20,16,0,51,32,30,19,24,27,24,35,29,0,23,21,38,0,28,0,40,20,31,2,14,28,38,14,0,6,1,26,32,4,5,0,9,15,2,25,17,14,34,1,17,2,2,30,3,38,21,30,0,36,19,18,13,18,0,0,20,0,24,0,0,0,0,15,15,8,13,0,15,14,8,38,17,0,29,14,22,15,14,20,12,1,13,30,6,0,0,0,0,9,0,20,2,18,12,0,0,35,16,0,16,0,0,3,4,25,19,27,19,10,31,21,34,26,24,31,27,0,17,0,22,30,44,41,14,8
"14",29,28,27,30,14,29,17,23,14,28,18,0,0,0,0,19,40,26,7,25,1,2,0,0,0,18,31,19,1,0,0,37,14,14,0,25,1,4,22,0,2,28,1,13,23,0,35,0,1,21,34,24,13,15,15,22,16,0,34,24,15,42,24,21,29,14,14,8,15,0,21,22,0,22,34,28,21,26,24,40,18,1,38,18,17,14,22,32,0,33,37,21,24,18,50,29,47,0,23,0,28,0,31,0,12,17,23,0,1,13,15,27,17,29,1,0,0,18,21,19,0,12,39,43,26,26,19,30,1,25,20,18,15,16,35,18,14,11,17,17,0,21,32,0,15,14,23,37,0,31,26,0,0,0,10,8,26,21,0,0,0,25,0,11,0,0,0,24,11,11,21,17,0,0,14,28,20,19,29,0,12,0,0,0,26,30,16,0,33,0,0,0,0,11,0,1,0,30,21,21,27,11,17,2,0,35,0,0,13,28,20,18,25,39,27,22,29,18,12,1,0,19,33,16,9,28,12,15,26,0,36,16,26,0,1,31,1,26,25,15,27,31,0,0,23,20,26,28,28,0,37,43,20,0,0,16,18,29,0,25,34,29,10,28,25,18,24,20,0,14,24,48,0,43,0,41,19,21,3,19,30,33,19,0,0,0,27,28,0,0,0,14,26,0,24,25,23,31,0,17,1,9,25,2,31,24,22,0,38,18,22,17,22,0,0,19,0,17,0,0,0,0,12,32,15,14,0,11,18,14,44,18,1,22,15,26,16,5,19,21,0,11,35,0,0,0,0,1,9,0,19,5,18,12,0,0,32,12,0,15,0,1,7,2,18,21,24,14,16,34,26,40,26,21,25,28,0,26,0,17,26,38,36,7,3
"15",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,25,33,38,17,28,28,28,13,14,36,17,30,1,10,0,0,1,1,4,0,24,0,5,20,0,15,26,3,10,35,0,22,0,1,26,29,26,13,10,15,22,16,0,35,27,17,30,21,14,30,23,17,3,11,0,13,31,0,25,26,21,27,36,28,29,12,1,35,23,17,10,24,34,0,27,32,19,22,25,35,26,49,0,23,1,15,0,26,0,14,20,16,0,0,24,19,22,15,35,0,1,1,16,25,16,0,12,28,44,28,35,18,23,1,32,25,20,18,20,34,23,17,13,26,15,0,18,31,0,24,26,26,43,1,19,14,0,0,0,5,2,1,4,16,19,17,19,0,13,5,19,7,12,6,3,9,3,14,8,2,24,1,9,17,22,0,36,0,0,4,22,1,0,23,0,0,0,0,14,2,8,14,19,18,19,11,5,17,13,0,9,10,15,12,24,9,10,25,16,13,23,11,6,2,27,7,8,21,0,4,6,5,4,7,19,27,2,16,3,0,30,3,19,14,17,25,27,0,0,20,17,8,3,7,5,16,16,4,18,19,4,15,8,6,19,6,7,5,13,12,8,2,29,1,8,3,39,16,12,29,11,10,13,9,0,22,26,18,0,16,32,0,2,21,24,17,0,0,16,21,13,6,3,12,1,7,29,16,8,13,9,23,22,27,2,19,11,3,32,20,7,36,5,37,26,32,25,6,9,0,5,32,0,4,3,29,6,14,1,1,3,7,0,21,2,15,2,0,22,16,0,3,0,7,0,9,2,0,6,0,9,47,31,0,19,0,0,12,14,1,17,28,14,12,3,12,38,29,18,19,22,0,22,0,20,20,36,47,12,7
"16",22,22,22,22,8,22,10,21,16,15,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,23,28,6,9,29,17,19,21,1,18,26,27,21,11,0,21,0,1,24,0,2,0,0,0,0,0,0,5,25,0,0,0,1,0,0,0,0,22,0,23,0,33,23,0,0,0,0,0,0,0,0,20,0,0,27,0,22,0,31,38,0,0,0,0,0,0,0,25,0,39,0,19,0,12,0,0,0,17,18,0,0,0,0,0,19,0,16,0,0,0,27,0,30,21,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,14,14,0,15,0,0,0,0,29,9,30,36,20,2,10,4,15,6,0,2,0,1,14,9,9,27,5,6,10,11,14,4,10,4,18,28,5,12,14,16,8,12,1,0,13,27,7,14,1,26,23,16,17,13,18,11,6,17,13,11,16,5,19,18,11,19,7,12,12,12,9,17,26,23,15,19,8,12,4,28,9,13,20,6,9,11,7,14,15,17,23,4,19,24,21,0,40,0,0,17,0,0,27,35,0,0,9,0,5,7,16,17,7,15,14,12,8,6,2,21,3,6,11,24,19,2,12,16,1,11,2,37,11,20,21,3,13,11,2,0,26,24,1,37,0,0,29,23,0,0,0,15,22,0,23,17,10,11,13,7,12,24,31,12,29,17,21,12,21,6,19,12,2,0,9,15,0,27,0,0,0,0,10,16,4,8,12,8,19,6,34,7,8,12,14,3,8,4,15,16,3,19,18,0,9,21,14,9,10,14,0,36,10,5,18,11,0,26,10,0,16,3,17,9,5,1,31,8,0,41,16,0,21,0,0,22,0,25,0,28,25,35,34,14,4
"17",34,30,35,30,12,25,18,22,15,26,17,0,0,0,0,32,42,33,17,30,11,8,0,0,0,9,34,12,0,0,0,37,15,13,0,25,0,6,24,1,4,27,3,19,31,0,29,0,0,20,36,17,16,15,15,20,18,0,36,16,21,34,20,16,30,22,19,4,8,0,11,36,0,25,30,20,25,28,27,32,13,0,24,23,22,14,35,35,0,33,39,20,13,29,45,18,46,0,21,1,15,0,29,0,9,21,23,0,0,26,19,25,23,34,0,0,0,10,21,16,0,19,34,35,31,37,22,22,2,17,26,18,23,12,39,22,26,10,20,19,1,26,25,0,20,34,24,44,0,27,31,0,0,0,24,13,28,19,0,0,0,26,0,12,0,0,1,21,12,11,22,20,0,0,18,26,15,21,15,0,9,1,0,0,17,31,11,0,39,0,0,0,0,8,0,1,0,39,22,30,14,16,16,0,0,19,1,0,14,22,15,40,18,36,27,27,31,13,22,2,0,16,29,17,9,17,12,13,19,1,27,17,23,1,1,35,0,18,19,14,24,14,0,0,31,24,25,20,25,0,35,38,13,1,0,15,21,21,0,36,26,34,19,27,30,19,33,26,0,15,21,50,0,30,0,40,16,29,1,13,36,35,18,0,0,0,28,26,0,0,0,9,23,0,24,13,14,29,1,25,1,2,33,2,28,18,20,0,34,20,23,18,23,0,0,20,0,22,0,0,0,0,13,20,8,6,0,10,21,15,29,20,0,29,14,26,25,13,24,19,1,11,22,0,0,0,0,0,11,0,24,2,18,11,0,0,37,17,0,12,0,0,8,9,25,18,29,15,9,36,23,38,24,29,30,24,0,20,0,30,24,29,46,10,4
"18",0,2,2,2,1,1,0,0,1,3,1,0,0,0,0,26,46,27,4,34,25,23,14,12,21,11,33,12,2,0,0,32,14,15,3,30,2,4,9,0,5,25,5,9,40,0,34,1,0,24,32,19,10,10,7,26,22,0,43,20,21,39,25,15,41,23,18,4,12,1,15,31,2,20,28,19,19,25,32,32,13,0,20,19,19,14,25,21,0,36,35,17,16,25,39,19,44,3,19,6,26,4,27,0,11,24,16,0,1,18,10,23,12,32,2,0,0,18,23,11,0,23,41,33,25,22,30,24,3,23,18,20,21,20,20,24,16,11,25,12,0,13,27,0,10,11,15,38,0,30,28,0,0,0,15,9,19,14,5,15,20,32,0,23,0,2,2,21,4,11,15,19,2,0,20,21,13,15,23,13,12,7,0,0,17,22,7,0,26,1,0,0,0,16,9,6,0,34,23,29,20,14,17,7,0,26,2,0,6,24,24,28,24,28,27,22,31,30,12,3,1,23,20,8,14,24,5,11,13,4,26,12,23,3,2,26,14,24,15,12,13,18,0,1,35,14,26,20,21,0,35,37,11,5,0,19,13,28,0,38,23,26,19,27,32,18,24,28,1,22,17,44,0,30,0,33,17,23,3,23,23,34,15,0,21,29,2,5,28,29,11,0,0,21,38,17,12,21,11,11,3,15,23,12,30,24,26,0,33,14,18,13,11,30,23,7,11,14,21,14,14,20,12,19,6,8,1,4,14,13,27,17,2,20,21,24,18,13,22,11,2,6,2,23,0,0,12,0,12,16,2,4,14,14,0,0,33,29,0,20,0,0,16,8,19,10,31,14,16,13,22,41,26,21,30,29,0,15,0,25,23,37,30,13,2
"19",5,5,4,5,2,3,2,2,4,5,1,0,0,0,0,25,45,33,17,37,27,34,16,12,17,14,29,15,2,0,0,37,17,9,1,16,0,1,15,0,4,26,1,15,38,0,22,1,1,37,28,26,13,14,5,15,17,0,46,15,24,40,22,21,31,21,16,1,5,0,15,32,0,32,32,32,28,27,16,31,13,1,36,24,19,7,30,30,0,28,31,17,19,25,34,27,44,3,14,1,27,0,25,0,22,22,20,0,2,18,17,27,19,39,1,0,0,12,29,11,1,22,31,40,26,25,21,28,0,25,22,20,20,13,32,15,15,10,15,13,0,24,26,1,20,25,16,29,0,26,23,0,0,0,9,7,19,13,4,24,7,29,0,30,0,0,1,30,8,17,19,23,1,0,13,23,21,19,18,2,19,0,0,0,22,25,12,0,44,0,0,0,0,11,0,4,0,40,30,25,22,25,25,3,0,25,2,0,19,23,26,26,29,27,23,23,39,14,15,3,0,17,28,20,10,23,11,9,28,0,31,13,29,0,1,28,0,16,18,19,16,26,0,0,23,22,27,28,19,0,44,40,14,0,0,19,16,33,0,39,29,34,17,25,23,21,23,27,0,13,24,26,0,31,0,41,24,19,0,10,27,41,19,0,18,19,3,8,17,25,18,3,3,11,31,22,19,27,2,18,0,5,24,2,20,19,18,0,28,17,15,15,12,8,15,17,0,26,1,6,0,4,14,19,11,7,0,11,24,9,35,14,0,24,14,25,11,15,25,22,0,14,5,20,0,0,0,1,10,0,26,3,15,13,0,0,28,23,1,18,0,0,17,5,32,25,29,18,16,27,16,40,32,22,27,35,0,17,0,18,22,44,43,15,5
"20",29,28,27,30,14,29,17,23,14,28,18,0,0,0,0,19,40,26,7,25,1,2,0,0,0,18,31,19,1,0,0,37,14,14,0,25,1,4,22,0,2,28,1,13,23,0,35,0,1,21,34,24,13,15,15,22,16,0,34,24,15,42,24,21,29,14,14,8,15,0,21,22,0,22,34,28,21,26,24,40,18,1,38,18,17,14,22,32,0,33,37,21,24,18,50,29,47,0,23,0,28,0,31,0,12,17,23,0,1,13,15,27,17,29,1,0,0,18,21,19,0,12,39,43,26,26,19,30,1,25,20,18,15,16,35,18,14,11,17,17,0,21,32,0,15,14,23,37,0,31,26,0,0,0,10,8,26,21,0,0,0,25,0,11,0,0,0,24,11,11,21,17,0,0,14,28,20,19,29,0,12,0,0,0,26,30,16,0,33,0,0,0,0,11,0,1,0,30,21,21,27,11,17,2,0,35,0,0,13,28,20,18,25,39,27,22,29,18,12,1,0,19,33,16,9,28,12,15,26,0,36,16,26,0,1,31,1,26,25,15,27,31,0,0,23,20,26,28,28,0,37,43,20,0,0,16,18,29,0,25,34,29,10,28,25,18,24,20,0,14,24,48,0,43,0,41,19,21,3,19,30,33,19,0,0,0,27,28,0,0,0,14,26,0,24,25,23,31,0,17,1,9,25,2,31,24,22,0,38,18,22,17,22,0,0,19,0,17,0,0,0,0,12,32,15,14,0,11,18,14,44,18,1,22,15,26,16,5,19,21,0,11,35,0,0,0,0,1,9,0,19,5,18,12,0,0,32,12,0,15,0,1,7,2,18,21,24,14,16,34,26,40,26,21,25,28,0,26,0,17,26,38,36,7,3
"21",0,0,0,0,0,0,0,0,0,0,0,28,16,21,18,0,0,0,0,0,0,0,3,3,10,5,2,0,9,0,20,0,0,0,29,0,14,25,1,15,35,0,18,0,1,13,3,0,17,1,10,23,1,0,0,0,0,16,13,0,0,5,8,13,0,0,1,20,2,26,8,1,31,1,0,11,3,0,1,1,0,16,0,0,0,2,14,2,9,7,2,0,0,0,33,1,2,17,0,39,0,26,0,27,1,4,0,18,25,1,0,0,0,0,14,10,15,0,0,0,27,0,0,0,3,1,2,0,19,5,2,0,0,0,2,1,16,0,3,0,11,0,8,13,0,0,0,0,10,18,23,22,23,26,0,0,0,0,12,27,12,2,4,0,14,25,29,0,0,0,0,0,22,23,0,0,0,0,0,26,0,22,11,14,0,0,0,21,0,36,30,14,12,12,14,12,14,0,0,1,0,0,0,37,8,0,16,37,2,0,0,0,1,0,0,0,0,0,0,25,40,3,3,0,0,0,0,0,0,21,3,0,0,13,27,0,29,1,0,0,0,0,15,14,2,0,0,0,0,15,0,0,0,20,28,0,1,0,15,0,0,0,0,0,0,0,0,0,11,0,0,0,33,0,30,0,0,0,8,0,0,0,1,33,8,2,8,23,7,8,5,18,5,8,0,0,0,0,16,0,16,27,7,26,0,0,1,22,0,0,0,0,0,36,23,8,34,6,27,25,33,34,0,0,0,0,32,0,0,0,0,0,24,0,0,0,0,0,0,0,18,0,17,20,27,24,22,24,1,13,0,24,0,0,24,33,0,38,8,0,15,18,13,14,0,18,0,0,2,25,0,7,0,5,22,23,0,15,0,27,24,32,35,14,4
"22",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,25,33,38,17,28,28,28,13,14,36,17,30,1,10,0,0,1,1,4,0,24,0,5,20,0,15,26,3,10,35,0,22,0,1,26,29,26,13,10,15,22,16,0,35,27,17,30,21,14,30,23,17,3,11,0,13,31,0,25,26,21,27,36,28,29,12,1,35,23,17,10,24,34,0,27,32,19,22,25,35,26,49,0,23,1,15,0,26,0,14,20,16,0,0,24,19,22,15,35,0,1,1,16,25,16,0,12,28,44,28,35,18,23,1,32,25,20,18,20,34,23,17,13,26,15,0,18,31,0,24,26,26,43,1,19,14,0,0,0,5,2,1,4,16,19,17,19,0,13,5,19,7,12,6,3,9,3,14,8,2,24,1,9,17,22,0,36,0,0,4,22,1,0,23,0,0,0,0,14,2,8,14,19,18,19,11,5,17,13,0,9,10,15,12,24,9,10,25,16,13,23,11,6,2,27,7,8,21,0,4,6,5,4,7,19,27,2,16,3,0,30,3,19,14,17,25,27,0,0,20,17,8,3,7,5,16,16,4,18,19,4,15,8,6,19,6,7,5,13,12,8,2,29,1,8,3,39,16,12,29,11,10,13,9,0,22,26,18,0,16,32,0,2,21,24,17,0,0,16,21,13,6,3,12,1,7,29,16,8,13,9,23,22,27,2,19,11,3,32,20,7,36,5,37,26,32,25,6,9,0,5,32,0,4,3,29,6,14,1,1,3,7,0,21,2,15,2,0,22,16,0,3,0,7,0,9,2,0,6,0,9,47,31,0,19,0,0,12,14,1,17,28,14,12,3,12,38,29,18,19,22,0,22,0,20,20,36,47,12,7
