"","M1_TF1","M1_TF2","M1_TF3","M1_TF4","M1_TF5","M1_TF6","M1_TF7","M1_TF8","M1_TF9","M1_TF10","M1_TF11","M2_TF1","M2_TF2","M2_TF3","M2_TF4","M3_TF1","M3_TF2","M3_TF3","M3_TF4","M3_TF5","M4_TF1","M4_TF2","M5_TF1","M5_TF2","M5_TF3","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140","Target141","Target142","Target143","Target144","Target145","Target146","Target147","Target148","Target149","Target150","Target151","Target152","Target153","Target154","Target155","Target156","Target157","Target158","Target159","Target160","Target161","Target162","Target163","Target164","Target165","Target166","Target167","Target168","Target169","Target170","Target171","Target172","Target173","Target174","Target175","Target176","Target177","Target178","Target179","Target180","Target181","Target182","Target183","Target184","Target185","Target186","Target187","Target188","Target189","Target190","Target191","Target192","Target193","Target194","Target195","Target196","Target197","Target198","Target199","Target200","Target201","Target202","Target203","Target204","Target205","Target206","Target207","Target208","Target209","Target210","Target211","Target212","Target213","Target214","Target215","Target216","Target217","Target218","Target219","Target220","Target221","Target222","Target223","Target224","Target225","Target226","Target227","Target228","Target229","Target230","Target231","Target232","Target233","Target234","Target235","Target236","Target237","Target238","Target239","Target240","Target241","Target242","Target243","Target244","Target245","Target246","Target247","Target248","Target249","Target250","Target251","Target252","Target253","Target254","Target255","Target256","Target257","Target258","Target259","Target260","Target261","Target262","Target263","Target264","Target265","Target266","Target267","Target268","Target269","Target270","Target271","Target272","Target273","Target274","Target275","Target276","Target277","Target278","Target279","Target280","Target281","Target282","Target283","Target284","Target285","Target286","Target287","Target288","Target289","Target290","Target291","Target292","Target293","Target294","Target295","Target296","Target297","Target298","Target299","Target300","Target301","Target302","Target303","Target304","Target305","Target306","Target307","Target308","Target309","Target310","Target311","Target312","Target313","Target314","Target315","Target316","Target317","Target318","Target319","Target320","Target321","Target322","Target323","Target324","Target325","Target326","Target327","Target328","Target329","Target330","Target331","Target332","Target333","Target334","Target335","Target336","Target337","Target338","Target339","Target340","Target341","Target342","Target343","Target344","Target345","Target346","Target347","Target348","Target349","Target350","HK1","HK2","HK3","HK4","HK5","HK6","HK7","HK8","HK9","HK10"
"cell11",0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,2,7,0,11,8,15,6,4,7,11,18,0,2,0,0,0,0,0,1,6,0,0,12,0,22,3,2,0,20,0,16,0,0,13,9,10,9,2,9,11,5,0,21,6,11,12,20,8,16,11,11,2,5,0,9,13,0,5,19,16,12,8,14,21,4,0,17,10,4,5,20,13,0,18,21,10,17,12,25,13,22,0,11,0,9,2,24,0,12,7,16,0,1,6,3,24,8,12,0,6,0,7,22,7,0,9,17,25,18,12,15,11,1,14,13,5,12,8,21,11,12,6,16,7,0,6,24,2,8,12,3,18,0,20,20,0,0,6,0,0,0,0,19,17,5,21,2,3,7,16,13,2,0,0,0,0,20,4,0,8,0,1,1,9,0,6,0,0,0,6,0,0,15,0,0,0,0,6,0,9,7,4,5,5,1,0,1,20,0,0,7,17,0,3,0,2,12,0,0,6,1,2,0,19,3,13,14,1,0,0,0,0,2,13,14,0,4,0,0,16,1,10,11,4,13,6,0,0,23,7,0,0,0,10,2,3,0,2,14,0,13,3,6,3,0,0,1,2,1,1,1,6,0,1,2,12,12,0,12,2,2,7,8,0,7,2,3,0,5,9,1,0,9,16,9,0,0,8,5,2,0,0,18,2,20,13,17,7,2,0,4,12,2,0,0,3,0,19,22,2,18,0,21,22,10,8,0,0,0,4,9,0,0,0,3,2,8,0,0,0,3,0,2,0,8,2,0,12,10,1,0,0,5,0,9,0,0,5,0,12,14,17,0,1,0,0,7,1,0,23,7,0,2,0,1,20,9,10,9,13,0,9,0,15,19,21,22,3,2
"cell12",2,6,0,6,0,0,0,1,0,0,0,0,0,0,0,21,26,38,15,34,26,20,19,21,28,18,25,11,10,0,0,20,12,17,0,14,0,2,12,0,9,38,1,22,23,0,42,0,0,25,35,27,17,10,10,22,10,0,31,15,21,22,22,15,26,19,16,7,7,0,15,31,0,11,45,16,20,34,20,51,12,0,22,20,19,10,27,22,0,31,27,20,12,23,36,28,39,0,24,0,24,0,27,0,16,8,23,0,0,29,9,21,13,36,1,0,0,17,12,13,0,16,24,39,28,21,10,29,0,27,21,24,21,25,20,35,13,25,38,17,0,22,27,3,19,27,12,33,0,25,33,0,0,0,15,20,28,4,11,32,12,43,0,9,0,5,1,34,7,8,17,8,0,0,8,20,14,15,13,23,20,18,0,0,11,11,4,0,31,0,0,0,0,7,0,7,3,36,21,17,22,27,23,3,0,30,3,0,19,18,26,30,24,30,22,7,40,12,16,3,3,24,27,21,13,31,8,8,17,7,39,22,33,2,0,31,0,21,14,25,14,23,0,0,18,16,19,22,14,0,17,31,10,14,1,23,14,36,0,31,23,25,14,33,26,20,33,21,0,12,24,36,1,32,1,34,32,17,1,11,26,22,14,0,22,17,2,2,31,20,18,0,1,22,18,24,23,13,3,15,0,16,27,1,36,12,28,0,30,22,20,25,26,22,29,5,8,18,25,12,0,15,17,26,8,9,1,13,23,20,33,17,0,10,14,17,22,6,17,23,3,13,1,18,0,0,0,0,14,0,12,1,4,7,0,1,25,27,2,17,0,0,1,2,15,36,29,14,3,14,17,22,28,28,28,24,0,20,0,36,45,34,29,10,0
"cell13",68,98,57,53,28,52,41,48,27,55,30,0,0,0,0,74,113,72,32,68,60,40,11,8,0,23,53,32,0,0,0,71,49,33,0,36,0,3,30,0,5,62,11,45,85,0,72,1,2,41,83,42,34,38,41,67,27,0,81,41,36,84,58,38,67,40,28,7,47,0,28,73,0,41,63,63,74,68,71,66,24,0,55,73,44,23,76,74,0,57,121,68,71,59,107,47,108,0,61,3,47,0,69,0,62,48,39,0,1,56,28,61,38,84,0,0,0,38,64,37,0,56,75,89,94,68,38,28,1,55,63,60,43,40,84,81,51,31,77,44,0,33,75,0,38,82,44,130,0,88,75,0,0,0,46,46,54,36,0,6,0,88,0,30,0,0,4,62,25,26,55,42,0,0,48,69,43,35,55,0,26,4,0,0,25,94,31,0,79,0,0,0,0,23,0,4,0,70,60,51,52,35,53,3,0,46,4,3,61,56,43,85,40,74,76,59,84,30,49,6,0,53,72,40,25,26,33,36,28,4,46,60,46,2,0,86,0,59,39,59,79,66,0,0,77,56,52,50,38,0,81,83,28,6,0,44,48,39,0,128,85,64,35,44,79,56,91,79,0,58,54,93,0,61,0,92,51,67,4,39,59,94,30,0,10,1,67,89,9,16,0,21,17,5,61,29,43,83,6,49,6,5,86,3,103,57,78,0,113,41,40,34,45,0,0,47,0,63,0,0,0,0,53,31,23,30,0,38,30,19,99,37,0,79,31,56,45,46,49,35,1,38,71,14,0,0,0,0,25,0,50,1,39,28,0,0,95,30,0,44,0,0,4,9,66,33,57,47,26,68,55,90,73,67,72,77,0,48,0,63,72,99,96,31,32
"cell14",27,35,18,37,9,30,25,19,19,30,15,0,0,0,0,25,38,21,7,37,3,2,0,0,0,20,43,18,4,0,0,30,18,18,0,25,2,5,26,0,4,30,0,10,33,0,38,0,1,13,45,21,20,8,17,22,16,0,27,28,9,37,17,29,23,19,7,5,12,0,28,19,0,20,44,27,22,20,25,52,21,0,31,17,20,17,24,35,0,48,33,16,28,21,49,28,51,0,23,0,36,0,29,0,18,12,22,0,2,10,24,33,17,41,0,0,0,22,21,25,0,17,37,47,32,30,20,41,1,32,23,16,15,20,30,22,7,11,28,20,0,18,33,0,14,13,35,41,0,32,32,0,0,0,9,8,22,21,0,0,0,31,0,15,0,0,0,14,15,9,25,16,0,0,19,31,17,17,30,0,20,0,0,0,21,33,21,0,42,0,0,0,0,16,0,1,0,26,23,20,22,16,19,1,0,41,0,0,17,37,17,14,21,41,27,25,25,21,17,1,0,21,27,11,11,24,15,15,36,0,42,18,21,0,1,37,0,26,17,15,40,30,0,0,23,21,28,24,35,0,45,47,15,0,0,7,17,33,0,30,41,26,11,31,33,31,21,20,0,13,21,44,0,42,0,37,22,14,4,20,38,38,19,0,0,0,35,34,0,0,0,15,25,0,22,27,23,31,0,22,0,7,28,4,22,25,26,0,41,17,21,20,22,0,0,21,0,23,0,0,0,0,10,34,12,12,0,13,23,10,50,19,3,17,11,23,14,7,21,30,0,12,36,0,0,0,0,0,10,0,17,5,16,15,0,0,35,14,0,21,0,0,6,3,21,23,24,11,12,35,33,38,30,22,20,25,0,25,0,17,32,43,32,3,2
"cell15",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,29,16,11,17,17,8,7,22,8,15,0,7,0,0,0,0,1,0,15,0,6,16,0,14,22,0,4,23,0,13,0,1,14,25,14,12,4,8,15,9,0,21,20,12,24,13,7,20,16,13,2,5,0,13,15,0,11,19,16,13,25,15,16,0,1,13,12,10,6,9,25,0,17,17,5,11,15,18,10,38,0,17,0,9,0,16,0,11,10,12,0,0,11,17,13,6,23,0,1,1,15,19,6,0,5,24,22,18,21,9,15,0,19,20,17,6,15,20,11,9,7,18,10,0,9,25,0,19,20,18,22,0,9,7,0,0,0,3,0,0,1,19,10,6,14,0,12,1,17,1,10,5,3,5,0,10,5,0,19,0,12,9,10,0,19,0,0,3,12,0,0,27,0,0,0,0,9,3,4,11,12,12,11,5,5,9,10,0,6,7,7,6,7,4,2,17,12,7,17,10,1,2,16,1,4,11,0,6,2,1,5,4,9,16,2,9,3,0,15,2,6,4,11,17,15,0,0,11,16,6,2,2,0,6,9,2,14,9,1,5,3,3,8,3,2,4,6,16,10,2,20,1,5,2,23,11,10,17,7,2,10,3,0,13,16,10,0,18,17,0,0,7,14,8,0,0,10,16,4,4,1,9,0,5,16,12,10,8,7,18,10,24,2,14,4,3,11,10,3,13,1,18,14,18,17,4,8,0,1,21,0,6,2,19,5,8,0,2,0,4,0,10,0,12,2,0,7,10,0,1,0,3,0,4,2,0,3,0,6,39,16,0,19,0,0,6,8,1,11,19,8,9,1,5,26,23,18,6,6,0,22,0,10,19,21,28,10,3
"cell16",16,13,15,12,3,12,3,12,7,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,11,15,3,5,19,10,12,17,0,18,9,21,12,8,0,7,0,0,15,0,2,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,11,0,9,0,15,11,0,0,0,0,0,0,0,0,3,0,0,13,0,11,0,15,22,0,0,0,0,0,0,0,16,0,22,0,15,0,4,0,0,0,10,8,0,0,0,0,0,12,0,6,0,0,0,16,0,16,19,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,9,0,8,0,0,0,0,20,4,16,18,14,0,4,0,7,2,0,1,0,0,6,7,1,11,2,3,6,9,8,0,6,1,14,15,2,9,15,7,3,7,0,0,7,13,6,7,1,18,10,3,11,8,12,6,3,6,9,6,12,2,11,7,3,10,4,5,6,7,5,9,13,8,13,16,6,8,4,14,12,12,9,6,5,9,2,6,8,6,14,2,8,13,11,0,23,0,0,13,0,0,16,18,0,0,3,0,2,2,9,8,6,15,4,5,6,5,1,5,4,4,3,12,11,5,4,4,1,8,2,19,8,8,12,1,7,5,1,0,21,14,1,28,0,0,18,13,0,0,0,11,14,0,12,3,5,6,9,5,5,21,15,4,18,8,14,8,14,3,12,8,2,0,6,5,0,10,0,0,0,0,6,16,1,2,9,2,11,0,26,5,4,8,8,1,4,1,9,14,1,9,16,0,9,11,10,5,2,10,0,21,4,3,13,4,0,13,8,0,10,3,10,4,2,1,24,1,0,24,11,0,15,0,0,12,0,21,0,19,14,24,19,10,3
"cell17",236,220,199,210,82,166,130,175,98,197,129,0,0,0,0,222,267,231,126,208,75,57,0,0,0,43,213,79,0,0,0,234,96,91,0,159,0,44,143,6,25,187,27,134,204,0,181,0,0,150,298,108,117,90,93,132,122,0,252,112,130,202,134,126,196,141,98,27,44,0,72,240,0,159,209,120,188,180,194,243,116,0,180,159,149,108,234,236,0,207,272,122,94,194,340,110,324,0,133,4,110,0,202,0,57,159,132,0,0,187,157,179,148,238,0,0,0,66,144,124,0,134,227,230,238,261,141,152,12,117,183,125,169,96,253,156,188,86,130,145,8,181,190,0,139,246,163,314,0,201,217,0,0,0,153,88,200,131,0,0,0,208,0,72,0,0,8,198,86,88,170,127,0,0,125,177,123,160,96,0,73,5,0,0,117,205,89,0,335,0,0,0,0,49,0,4,0,257,156,194,93,95,117,0,0,128,5,0,109,157,94,249,104,228,191,190,223,109,150,19,0,109,193,97,67,125,77,79,167,4,197,121,144,6,7,226,0,125,146,105,167,95,0,0,222,171,173,123,158,0,220,227,79,6,0,96,178,156,0,212,177,216,138,167,228,140,201,183,0,111,135,326,0,205,0,269,107,160,14,111,224,239,98,0,0,0,193,200,0,0,0,75,157,0,184,94,101,214,8,170,13,19,248,8,201,134,146,0,261,126,131,134,152,0,0,136,0,144,0,0,0,0,71,137,77,29,0,77,154,100,219,157,0,212,97,160,168,85,180,125,11,76,137,0,0,0,0,0,78,0,182,19,136,86,0,0,286,99,0,106,0,0,52,49,156,121,198,125,48,258,185,265,179,205,224,167,0,158,0,205,164,198,287,72,24
"cell18",0,0,1,3,0,0,0,0,1,3,1,0,0,0,0,21,43,28,2,41,24,22,12,15,23,9,23,12,3,0,0,22,10,7,2,27,0,5,7,0,5,21,1,8,47,0,25,1,0,20,23,13,10,13,5,27,22,0,47,12,19,24,13,12,29,24,9,2,10,0,14,25,2,15,24,17,18,15,26,33,12,0,10,16,20,14,26,18,0,24,35,16,19,14,45,10,29,3,20,4,23,5,23,0,12,27,11,0,1,18,8,17,14,24,1,0,0,19,26,9,0,15,38,31,21,16,20,13,1,20,16,13,18,14,13,25,8,12,26,8,0,4,19,0,5,13,12,29,0,30,30,0,0,0,19,7,12,11,7,9,15,33,0,26,0,0,1,24,5,8,12,19,1,0,16,14,12,14,20,6,14,4,0,0,19,20,3,0,30,1,0,0,0,18,11,9,0,35,18,18,18,13,10,10,0,17,0,0,14,23,20,34,15,25,27,13,29,29,16,3,1,23,17,5,12,27,2,7,19,3,23,15,21,2,2,27,9,21,15,9,15,12,0,1,26,9,24,14,13,0,25,24,12,3,0,19,17,12,0,30,18,22,12,21,34,20,13,27,2,24,13,38,0,24,0,31,18,12,3,24,22,29,13,0,23,15,0,10,32,26,5,0,0,22,37,22,8,19,12,7,4,16,20,14,22,27,19,0,26,12,20,12,7,26,27,2,14,7,22,9,16,19,7,18,8,4,0,6,11,7,21,15,0,15,18,13,14,13,24,6,4,4,1,21,0,0,12,0,9,14,0,3,13,9,0,0,27,27,0,26,0,0,11,6,14,6,34,12,15,12,15,26,29,25,26,21,0,11,0,20,21,40,23,15,1
"cell19",5,6,2,3,2,5,2,1,3,6,1,0,0,0,0,34,61,36,26,49,20,41,21,16,24,15,28,22,4,0,0,43,21,12,0,15,0,0,17,0,4,36,1,22,53,0,22,0,1,37,34,33,16,17,6,18,17,0,48,17,28,26,23,22,35,21,21,1,4,0,6,27,0,47,38,33,32,32,14,39,17,1,39,28,27,7,53,38,0,35,35,18,21,31,23,32,50,4,18,2,35,0,27,0,38,18,22,0,1,30,15,27,15,51,1,0,0,29,39,9,1,28,46,42,29,20,28,30,0,18,27,22,23,23,36,19,14,13,25,18,0,31,33,1,22,29,24,36,0,32,16,0,0,0,7,6,32,23,4,26,6,35,0,34,0,0,0,37,16,21,18,23,0,0,18,26,20,21,18,6,23,0,0,0,25,22,12,0,68,0,0,0,0,13,0,4,0,42,35,21,27,33,34,3,0,27,7,0,31,25,41,35,35,39,31,22,58,23,22,6,0,22,27,24,15,23,14,14,39,0,30,12,26,0,0,34,0,24,27,25,23,32,0,0,25,28,34,20,19,0,62,55,14,0,0,22,25,40,0,48,34,42,13,52,30,23,19,32,0,18,31,27,0,34,0,37,27,22,0,16,34,42,20,0,20,22,2,7,19,29,9,4,3,9,39,28,25,33,3,24,0,4,38,2,31,15,28,0,40,19,19,21,14,7,14,23,0,36,0,3,0,3,11,16,12,2,0,14,18,8,43,16,0,34,22,29,19,17,30,30,0,14,4,22,0,0,0,2,14,0,33,2,22,21,0,0,23,28,0,20,0,0,24,8,46,26,36,22,19,34,20,38,37,28,31,29,0,28,0,20,31,37,51,16,6
"cell20",25,39,30,39,22,33,19,31,17,25,22,0,0,0,0,26,57,30,8,28,1,1,0,0,0,18,32,18,0,0,0,36,15,11,0,32,1,5,19,0,3,43,0,19,27,0,31,0,3,26,41,23,22,16,15,34,20,0,30,15,12,37,26,17,37,18,10,9,27,0,19,23,0,28,44,30,17,24,22,48,18,0,44,20,14,18,27,38,0,25,49,12,33,16,50,28,53,0,24,0,28,0,31,0,14,19,24,0,1,10,19,23,17,22,1,0,0,26,18,10,0,15,35,61,21,29,16,30,2,22,20,16,16,16,46,17,12,13,15,14,0,21,28,0,16,19,33,49,0,35,25,0,0,0,11,12,30,21,0,0,0,23,0,11,0,0,0,29,9,14,19,14,0,0,20,24,18,21,30,0,10,0,0,0,30,31,15,0,39,0,0,0,0,12,0,1,0,28,20,18,29,14,17,5,0,37,0,0,16,33,15,19,36,41,34,19,38,17,14,5,0,19,27,15,9,31,11,16,24,0,29,10,23,0,3,31,1,25,25,19,26,30,0,0,21,21,28,34,27,0,23,36,14,0,0,21,19,31,0,23,37,30,8,19,37,23,17,34,0,13,21,57,0,39,0,44,22,19,5,18,29,33,15,0,0,0,23,27,0,0,0,12,25,0,25,20,31,38,0,10,1,15,25,3,28,21,28,0,45,12,36,24,21,0,0,24,0,15,0,0,0,0,9,41,25,13,0,12,17,12,50,20,0,28,12,16,24,5,20,28,0,13,37,0,0,0,0,0,5,0,18,6,15,10,0,0,32,8,0,16,0,1,6,1,12,22,17,16,18,33,27,41,27,28,26,27,0,28,0,16,34,34,32,7,3
"cell21",0,0,0,0,0,0,0,0,0,0,0,19,5,13,12,0,0,0,0,0,0,0,3,0,4,5,2,0,3,0,15,0,0,0,12,0,8,22,1,8,14,0,12,0,2,4,1,0,11,1,2,11,0,0,0,0,0,8,8,0,0,2,6,7,0,0,0,10,2,10,3,0,16,1,0,3,0,0,1,0,0,10,0,0,0,2,7,0,4,3,1,0,0,0,18,1,0,8,0,15,0,16,0,12,0,2,0,8,21,0,0,0,0,0,10,5,10,0,0,0,14,0,0,0,2,0,4,0,13,3,0,0,0,0,2,0,14,0,2,0,12,0,4,6,0,0,0,0,10,8,16,17,12,14,0,0,0,0,5,20,9,0,3,0,9,11,15,0,0,0,0,0,15,16,0,0,0,0,0,17,0,22,6,2,0,0,0,15,0,21,15,6,12,9,8,3,12,0,0,0,0,0,0,24,4,0,9,21,1,0,0,0,0,0,0,0,0,0,0,11,21,1,1,0,0,0,0,0,0,14,1,0,0,4,15,0,15,1,0,0,0,0,11,8,0,0,0,0,0,10,0,0,0,12,16,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,20,0,20,0,0,0,5,0,0,0,2,15,5,0,7,10,1,2,3,15,3,4,0,0,0,0,10,0,9,18,7,16,0,0,0,15,0,0,0,0,0,14,12,5,20,2,12,12,20,11,0,0,0,0,23,0,0,0,0,0,25,0,0,0,0,0,0,0,13,0,7,12,10,16,17,19,0,6,0,7,0,0,8,15,0,18,5,0,10,12,6,6,0,13,0,0,2,14,0,6,0,3,9,10,0,9,0,16,14,26,18,10,3
"cell22",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15,25,24,9,18,9,17,9,11,24,11,21,1,7,0,0,1,1,1,0,11,0,6,7,0,11,20,2,6,18,0,12,0,0,6,25,16,7,7,8,16,9,0,19,17,9,18,14,10,14,10,7,2,4,0,14,20,0,6,15,23,14,23,14,21,9,0,28,7,14,9,13,13,0,16,24,20,10,15,28,8,29,0,13,1,9,0,12,0,6,12,6,0,0,10,13,8,7,18,0,0,1,9,19,11,0,5,13,20,10,28,12,14,0,20,21,13,8,16,21,16,12,8,11,13,0,11,25,0,22,21,18,25,1,11,12,0,0,0,2,0,2,2,17,10,9,20,0,3,4,15,7,7,5,1,7,1,15,4,1,12,1,9,7,25,0,17,0,0,3,18,2,0,12,0,0,0,0,7,2,6,6,7,9,20,4,2,13,14,0,9,4,11,6,13,4,6,10,13,8,16,7,6,1,17,5,3,15,0,3,2,2,5,6,11,11,2,17,0,0,22,6,10,8,7,15,19,0,0,17,13,10,2,4,3,11,15,1,11,11,3,5,7,5,11,3,6,1,4,14,6,0,22,1,1,1,20,10,5,15,9,5,2,4,0,14,17,14,0,9,18,0,0,14,11,11,0,0,14,13,5,2,0,4,3,5,23,12,3,7,4,14,16,21,0,13,9,2,20,16,4,25,6,14,15,15,10,1,4,0,6,17,0,4,2,15,3,15,0,0,1,3,0,11,0,10,1,0,13,7,0,3,0,6,0,7,1,0,1,0,8,36,16,0,10,0,0,5,9,0,9,19,9,8,1,8,22,19,15,12,19,0,14,0,16,12,25,29,8,6
"cell23",0,0,0,0,0,0,0,0,0,0,0,15,11,7,8,0,0,0,0,0,1,1,7,4,19,5,8,0,5,0,7,0,0,1,7,4,6,18,0,4,15,0,8,0,1,4,5,0,2,1,9,10,0,0,0,0,3,7,8,6,1,3,15,6,7,5,7,9,5,4,8,0,11,1,3,10,12,0,2,7,0,6,2,6,2,8,12,7,4,13,3,3,0,2,13,2,17,8,0,16,2,8,4,12,0,6,3,3,9,2,0,2,2,4,19,1,0,2,0,1,3,4,6,4,2,5,10,4,14,6,11,4,0,0,6,3,7,4,10,6,7,3,17,11,2,3,1,1,0,11,12,12,8,14,0,0,0,0,9,10,7,2,0,0,12,10,17,0,0,0,0,0,6,8,0,1,0,0,0,12,0,10,3,4,0,0,0,9,5,13,21,10,12,8,1,5,5,0,1,1,0,0,0,16,10,0,12,25,0,0,0,0,7,0,0,1,0,0,0,15,21,3,2,0,0,0,0,0,0,10,4,0,0,8,6,2,25,10,1,1,6,1,1,7,2,1,0,0,0,10,0,0,0,3,7,0,5,0,12,0,0,0,0,0,0,0,0,0,6,0,0,1,7,0,14,0,0,0,4,0,0,0,1,9,11,21,0,0,12,2,7,0,0,13,0,0,0,0,11,0,6,21,3,11,0,0,0,14,0,0,0,0,0,4,10,2,13,0,29,17,14,15,0,0,0,0,21,0,0,0,0,0,16,0,0,0,0,0,0,0,15,0,0,14,22,9,6,4,2,5,3,4,0,0,4,17,2,21,0,0,13,6,8,10,0,6,0,0,6,3,0,23,1,3,12,18,0,6,0,24,12,13,17,5,1
"cell24",5,11,6,10,3,5,8,8,3,5,10,9,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,2,0,5,8,9,11,9,0,8,14,13,19,2,0,19,0,0,9,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,13,0,12,0,6,24,0,0,0,0,0,0,0,0,12,0,0,2,0,4,0,7,10,0,0,0,0,0,0,0,9,0,21,0,12,0,3,0,0,0,10,13,0,0,0,0,0,11,2,22,0,0,0,19,0,13,5,1,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,5,5,0,12,0,0,0,0,8,0,23,13,7,7,4,5,5,7,0,3,0,0,4,6,2,23,5,0,2,3,1,1,9,5,9,3,6,7,11,10,4,15,0,0,0,11,11,2,0,21,13,7,12,14,5,3,12,4,0,2,8,1,6,18,11,2,17,12,0,7,0,1,4,0,4,14,1,5,0,16,11,8,10,0,3,0,0,1,0,17,9,0,7,5,13,0,15,0,0,4,0,0,8,12,0,0,2,0,0,9,0,5,2,16,12,1,6,0,1,2,0,0,2,3,4,2,2,7,3,3,1,14,14,3,20,0,6,2,8,0,11,1,0,15,0,0,19,10,0,0,0,10,14,0,7,12,2,0,7,1,6,10,9,7,0,2,8,5,5,0,1,10,0,0,7,9,0,12,6,0,0,0,9,7,1,0,5,1,4,0,19,4,6,0,2,1,5,1,11,10,7,2,12,0,17,18,14,17,4,10,0,11,5,3,14,21,0,15,3,0,7,8,4,16,0,0,9,0,0,18,2,0,6,0,8,24,0,19,0,21,18,23,20,6,0
"cell25",1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,31,36,28,27,36,26,24,16,15,33,23,27,15,10,0,0,24,3,5,0,19,0,5,13,0,9,25,3,13,30,0,24,0,2,27,31,27,7,12,12,22,23,0,31,18,12,26,16,21,40,16,12,9,10,0,17,33,0,15,37,18,22,35,28,46,21,0,24,12,32,17,27,29,0,37,31,13,15,9,37,10,25,0,23,0,19,3,26,0,26,17,36,0,0,11,27,27,15,38,1,0,0,17,23,15,0,23,16,29,45,22,21,27,1,23,13,33,19,24,31,35,27,11,21,12,0,21,33,3,25,31,13,23,0,17,26,0,0,1,7,13,15,4,12,25,20,22,0,22,0,21,2,18,3,7,31,19,1,2,11,11,7,25,22,22,14,8,0,0,8,15,3,0,19,0,0,0,0,7,8,1,4,28,26,19,25,16,20,13,0,22,7,2,19,20,21,32,40,36,25,19,35,16,18,4,0,29,39,24,9,16,6,6,15,6,37,15,24,1,4,32,4,15,7,8,18,14,0,0,33,23,21,23,13,3,24,27,7,3,1,10,27,16,0,26,19,25,21,28,27,24,25,33,0,20,17,33,5,16,3,32,20,12,8,8,28,35,20,0,31,22,3,2,18,17,26,0,3,15,26,13,17,17,9,11,7,20,36,8,19,25,23,0,34,29,17,26,8,17,17,5,26,5,33,18,11,23,15,27,7,3,0,8,12,7,57,16,4,21,15,15,13,7,14,11,4,6,0,25,0,0,11,0,25,0,1,0,10,16,0,1,33,23,0,30,0,0,6,6,22,16,22,19,11,3,16,23,20,12,25,21,0,22,0,15,23,31,46,17,5
